event_id,as_of,information_cutoff,risk_aversion,status,economically_viable,training_event_count,training_event_ids,selected_policy_id,fallback_policy_id,profile_confidence,predicted_net_pnl_bps,prediction_standard_error_bps,net_pnl_lower_bound_bps,realized_risk_bps,realized_risk_budget_bps,contextual_ridge_multiplier,contextual_cv_rmse_bps,current_feature_capacity_pressure,current_feature_alpha_cost_ratio,current_feature_liquidity_ramp_strength,current_feature_factor_concentration,current_feature_forecast_uncertainty_ratio,policy_aggressiveness,risk_frontier_fraction,liquidity_quantile,liquidity_shape_fraction,alpha_confidence,factor_stress_fraction,selected_net_pnl_bps,fallback_net_pnl_bps,selected_within_event_drawdown_bps,fallback_within_event_drawdown_bps,selected_hard_pass,selected_behavior_pass
context_event_04,2021-02-15 16:00:00,2021-02-15 16:00:00,low,fallback_contextual_warmup,False,3,context_event_01|context_event_02|context_event_03,policy_1000,policy_1000,0.5,,,,,,,,0.40445229594571813,0.2749914058941557,2.38939631865976,0.08481374459234532,0.30513516008352237,1.0,1.0,0.5,0.0,0.5,0.0,1.4435675108752997,1.4435675108752997,1.6135547895246127,1.6135547895246127,True,True
context_event_05,2021-03-01 16:00:00,2021-03-01 16:00:00,high,fallback_contextual_warmup,False,4,context_event_01|context_event_02|context_event_03|context_event_04,policy_0050,policy_0050,0.975,,,,,,,,0.8443609916696797,0.5693596273799042,2.3633693209907256,0.16813920855119513,0.7036767891186269,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,2.281892469326594,2.281892469326594,0.27385425516545553,0.27385425516545553,True,True
context_event_05,2021-03-01 16:00:00,2021-03-01 16:00:00,medium,fallback_contextual_warmup,False,4,context_event_01|context_event_02|context_event_03|context_event_04,policy_0500,policy_0500,0.75,,,,,,,,0.8443609916696797,0.5693596273799042,2.3633693209907256,0.16813920855119513,0.7036767891186269,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,3.2270760483737337,3.2270760483737337,0.7801560901737322,0.7801560901737322,True,True
context_event_05,2021-03-01 16:00:00,2021-03-01 16:00:00,low,fallback_contextual_warmup,False,4,context_event_01|context_event_02|context_event_03|context_event_04,policy_1000,policy_1000,0.5,,,,,,,,0.8443609916696797,0.5693596273799042,2.3633693209907256,0.16813920855119513,0.7036767891186269,1.0,1.0,0.5,0.0,0.5,0.0,2.3416210106101287,2.3416210106101287,1.6164371388369418,1.6164371388369418,True,True
context_event_06,2021-03-15 16:00:00,2021-03-15 16:00:00,high,fallback_contextual_warmup,False,5,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05,policy_0050,policy_0050,0.975,,,,,,,,0.5356254615765936,1.4100894617481572,0.9372370786106958,0.08632052809355707,0.6706272676194288,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.9379964802203604,1.9379964802203604,0.31134648741852905,0.31134648741852905,True,True
context_event_06,2021-03-15 16:00:00,2021-03-15 16:00:00,medium,fallback_contextual_warmup,False,5,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05,policy_0500,policy_0500,0.75,,,,,,,,0.5356254615765936,1.4100894617481572,0.9372370786106958,0.08632052809355707,0.6706272676194288,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,4.51632424147662,4.51632424147662,0.7441799986476555,0.7441799986476555,True,True
context_event_06,2021-03-15 16:00:00,2021-03-15 16:00:00,low,fallback_contextual_warmup,False,5,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05,policy_1000,policy_1000,0.5,,,,,,,,0.5356254615765936,1.4100894617481572,0.9372370786106958,0.08632052809355707,0.6706272676194288,1.0,1.0,0.5,0.0,0.5,0.0,6.924606392391089,6.924606392391089,1.650177027919522,1.650177027919522,True,True
context_event_07,2021-03-29 16:00:00,2021-03-29 16:00:00,high,fallback_contextual_warmup,False,6,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06,policy_0050,policy_0050,0.975,,,,,,,,0.5500598721789038,0.33048418407949276,0.819449394501465,0.17623217170713673,0.22002066471510803,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.7376721295983892,1.7376721295983892,0.33840681146601465,0.33840681146601465,True,True
context_event_07,2021-03-29 16:00:00,2021-03-29 16:00:00,medium,fallback_contextual_warmup,False,6,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06,policy_0500,policy_0500,0.75,,,,,,,,0.5500598721789038,0.33048418407949276,0.819449394501465,0.17623217170713673,0.22002066471510803,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,3.389805906743235,3.389805906743235,0.7135547895246129,0.7135547895246129,True,True
context_event_07,2021-03-29 16:00:00,2021-03-29 16:00:00,low,fallback_contextual_warmup,False,6,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06,policy_1000,policy_1000,0.5,,,,,,,,0.5500598721789038,0.33048418407949276,0.819449394501465,0.17623217170713673,0.22002066471510803,1.0,1.0,0.5,0.0,0.5,0.0,3.75890449097595,3.75890449097595,1.6837541583492996,1.6837541583492996,True,True
context_event_08,2021-04-12 16:00:00,2021-04-12 16:00:00,high,fallback_contextual_warmup,False,7,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07,policy_0050,policy_0050,0.975,,,,,,,,0.8239563480393243,1.2904495467645622,1.558402707936765,0.1986739135445606,0.2680403916506191,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.5661492779435273,1.5661492779435273,0.33015609017373215,0.33015609017373215,True,True
context_event_08,2021-04-12 16:00:00,2021-04-12 16:00:00,medium,fallback_contextual_warmup,False,7,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07,policy_0500,policy_0500,0.75,,,,,,,,0.8239563480393243,1.2904495467645622,1.558402707936765,0.1986739135445606,0.2680403916506191,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,3.9280216431852106,3.9280216431852106,0.7164371388369419,0.7164371388369419,True,True
context_event_08,2021-04-12 16:00:00,2021-04-12 16:00:00,low,fallback_contextual_warmup,False,7,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07,policy_1000,policy_1000,0.5,,,,,,,,0.8239563480393243,1.2904495467645622,1.558402707936765,0.1986739135445606,0.2680403916506191,1.0,1.0,0.5,0.0,0.5,0.0,5.700221794414514,5.700221794414514,1.6862978712580077,1.6862978712580077,True,True
context_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,high,fallback_contextual_warmup,False,8,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08,policy_0050,policy_0050,0.975,,,,,,,,0.7050094237074503,0.38109553138709457,0.832762696736029,0.26768747910504886,0.5312867750708584,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.4997111774392293,1.4997111774392293,0.4438312040231525,0.4438312040231525,True,True
context_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,medium,fallback_contextual_warmup,False,8,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08,policy_0500,policy_0500,0.75,,,,,,,,0.7050094237074503,0.38109553138709457,0.832762696736029,0.26768747910504886,0.5312867750708584,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,1.9322097076254336,1.9322097076254336,0.8998282332950192,0.8998282332950192,True,True
context_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,low,fallback_contextual_warmup,False,8,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08,policy_1000,policy_1000,0.5,,,,,,,,0.7050094237074503,0.38109553138709457,0.832762696736029,0.26768747910504886,0.5312867750708584,1.0,1.0,0.5,0.0,0.5,0.0,-0.10465652953070995,-0.10465652953070995,1.8051206941038103,1.8051206941038103,True,True
context_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,high,fallback_contextual_warmup,False,9,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09,policy_0050,policy_0050,0.975,,,,,,,,0.7472046598727212,0.8412572550381535,1.4951383018599327,0.09389404954488491,1.0180587764008964,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.9001971233014867,1.9001971233014867,0.2635547895246129,0.2635547895246129,True,True
context_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,medium,fallback_contextual_warmup,False,9,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09,policy_0500,policy_0500,0.75,,,,,,,,0.7472046598727212,0.8412572550381535,1.4951383018599327,0.09389404954488491,1.0180587764008964,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,2.9511400659876337,2.9511400659876337,0.7837541583492997,0.7837541583492997,True,True
context_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,low,fallback_contextual_warmup,False,9,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09,policy_1000,policy_1000,0.5,,,,,,,,0.7472046598727212,0.8412572550381535,1.4951383018599327,0.09389404954488491,1.0180587764008964,1.0,1.0,0.5,0.0,0.5,0.0,2.086957394950947,2.086957394950947,1.6196124834856471,1.6196124834856471,True,True
context_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,high,fallback_contextual_warmup,False,10,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10,policy_0050,policy_0050,0.975,,,,,,,,0.7857167985842045,1.7849265421287364,2.4291548736020205,0.263325755335735,0.592720948240019,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,2.005864031594588,2.005864031594588,0.26643713883694187,0.26643713883694187,True,True
context_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,medium,fallback_contextual_warmup,False,10,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10,policy_0500,policy_0500,0.75,,,,,,,,0.7857167985842045,1.7849265421287364,2.4291548736020205,0.263325755335735,0.592720948240019,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,3.1823109776962752,3.1823109776962752,0.7862978712580079,0.7862978712580079,True,True
context_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,low,fallback_contextual_warmup,False,10,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10,policy_1000,policy_1000,0.5,,,,,,,,0.7857167985842045,1.7849265421287364,2.4291548736020205,0.263325755335735,0.592720948240019,1.0,1.0,0.5,0.0,0.5,0.0,2.8284670710045248,2.8284670710045248,1.6116936207870645,1.6116936207870645,True,True
context_event_12,2021-06-07 16:00:00,2021-06-07 16:00:00,high,fallback_contextual_warmup,False,11,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11,policy_0050,policy_0050,0.975,,,,,,,,0.5813235082416521,0.8217464331568004,1.3973887579318476,0.2361891781297315,0.49647350938434115,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.868836576982279,1.868836576982279,0.3472341390789906,0.3472341390789906,True,True
context_event_12,2021-06-07 16:00:00,2021-06-07 16:00:00,medium,fallback_contextual_warmup,False,11,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11,policy_0500,policy_0500,0.75,,,,,,,,0.5813235082416521,0.8217464331568004,1.3973887579318476,0.2361891781297315,0.49647350938434115,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,2.3256630340166433,2.3256630340166433,0.802526599887782,0.802526599887782,True,True
context_event_12,2021-06-07 16:00:00,2021-06-07 16:00:00,low,fallback_contextual_warmup,False,11,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11,policy_1000,policy_1000,0.5,,,,,,,,0.5813235082416521,0.8217464331568004,1.3973887579318476,0.2361891781297315,0.49647350938434115,1.0,1.0,0.5,0.0,0.5,0.0,0.8926263540123505,0.8926263540123505,1.6860505776374046,1.6860505776374046,True,True
context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,high,contextual_profitable,True,12,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,policy_0050,policy_0050,0.975,2.0173208345204277,0.15824190627701779,1.7071723973725101,0.32743007705044685,0.4084478423748115,1.0,0.894215708039856,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.9874730560682072,1.9874730560682072,0.33375415834929967,0.33375415834929967,True,True
context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,medium,contextual_profitable,True,12,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,policy_0050,policy_0500,0.75,2.0173208345204277,0.15824190627701779,1.9105882906850902,0.32743007705044685,1.1376077302940935,1.0,0.894215708039856,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.9874730560682072,2.923776256859447,0.33375415834929967,0.7196124834856471,True,True
context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,low,contextual_profitable,True,12,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,policy_0200,policy_1000,0.5,2.411785453598379,0.23806231548582713,2.411785453598379,0.47690959024622187,1.9477853835377401,1.0,0.894215708039856,0.77117578096454,1.171320887090055,2.4212078597858353,0.21957645019642108,0.42095177538898715,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.2980054763863795,2.4157122411092535,0.48629787125800783,1.676412668329763,True,True
context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,high,contextual_profitable,True,13,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13,policy_0050,policy_0050,0.975,1.905377192399525,0.1568615480918229,1.5979342075803546,0.3279165448426663,0.4049918325038269,1.0,0.7944481632437504,0.697843113447849,0.89087777730701,1.8807097579590708,0.07690270072181764,0.2727428763511405,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.8864917383408457,1.8864917383408457,0.3362978712580078,0.3362978712580078,True,True
context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,medium,contextual_profitable,True,13,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13,policy_0500,policy_0500,0.75,3.935474465626974,0.5784504351898986,3.5453155760949246,0.7753329775118302,1.0986694214542725,1.0,0.7944481632437504,0.697843113447849,0.89087777730701,1.8807097579590708,0.07690270072181764,0.2727428763511405,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,4.004127267164656,4.004127267164656,0.7116936207870647,0.7116936207870647,True,True
context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,low,contextual_profitable,True,13,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13,policy_0800,policy_1000,0.5,4.9584659674510725,0.9644813692411739,4.9584659674510725,1.3700892113442873,1.8694222980658783,1.0,0.7944481632437504,0.697843113447849,0.89087777730701,1.8807097579590708,0.07690270072181764,0.2727428763511405,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,5.2484998524750734,5.798609405801116,1.2264126683297631,1.6895481847274667,True,True
context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,high,contextual_profitable,True,14,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14,policy_0050,policy_0050,0.975,2.0660210543086857,0.17334363735188357,1.726273768149822,0.3285152110151907,0.41015743434046337,0.1,0.6826388643689651,0.5845055988166555,2.3236351541056304,1.3028020933389524,0.0587259277030341,1.0431840440590598,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.0977457437966154,1.0977457437966154,0.5337088208256051,0.5337088208256051,True,True
context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,medium,contextual_profitable,True,14,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14,policy_0500,policy_0500,0.75,4.918019506161671,0.655929050325799,4.47560208486107,0.7707873091743469,1.144937444267917,0.1,0.6826388643689651,0.5845055988166555,2.3236351541056304,1.3028020933389524,0.0587259277030341,1.0431840440590598,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,2.2495321139860294,2.2495321139860294,0.9672327985752278,0.9672327985752278,True,True
context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,low,contextual_profitable,True,14,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14,policy_1000,policy_1000,0.5,7.868340743423416,1.372117062183945,7.868340743423416,1.9613596775206432,1.9613596775206432,0.1,0.6826388643689651,0.5845055988166555,2.3236351541056304,1.3028020933389524,0.0587259277030341,1.0431840440590598,1.0,1.0,0.5,0.0,0.5,0.0,2.4313457097356395,2.4313457097356395,1.8945626145698273,1.8945626145698273,True,True
context_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,high,contextual_profitable,True,15,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15,policy_0050,policy_0050,0.975,2.0199819118551035,0.3887588779007915,1.258028512499348,0.35635011829739294,0.3777267961392436,10.0,1.0633469710208476,0.26787868650214236,1.8249110708205287,2.0338435537401574,0.2166324932543014,0.9037287790630656,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,2.0153611451458198,2.0153611451458198,0.26961248348564715,0.26961248348564715,True,True
context_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,medium,contextual_profitable,True,15,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15,policy_0050,policy_0500,0.75,2.0199819118551035,0.3887588779007915,1.7577680334132895,0.35635011829739294,1.1266673048284737,10.0,1.0633469710208476,0.26787868650214236,1.8249110708205287,2.0338435537401574,0.2166324932543014,0.9037287790630656,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,2.0153611451458198,2.081586359130618,0.26961248348564715,0.7764126683297632,True,True
context_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,low,contextual_profitable,True,15,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15,policy_0050,policy_1000,0.5,2.0199819118551035,0.3887588779007915,2.0199819118551035,0.35635011829739294,1.8969844913595544,10.0,1.0633469710208476,0.26787868650214236,1.8249110708205287,2.0338435537401574,0.2166324932543014,0.9037287790630656,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,2.0153611451458198,-1.0480346198406798,0.26961248348564715,1.6280908295910292,True,True
context_event_17,2021-08-16 16:00:00,2021-08-16 16:00:00,high,contextual_profitable,True,16,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16,policy_0050,policy_0050,0.975,1.0991735367402737,0.3458344579292885,0.421350454585936,0.3469765326022483,0.40555145298270123,1.0,0.9834543017370865,0.9069454998306276,2.981355704024981,1.2109459528881121,0.2790113345673208,1.0644156432037915,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,0.7440819654910183,0.7440819654910183,0.6071139767826349,0.6071139767826349,True,True
context_event_17,2021-08-16 16:00:00,2021-08-16 16:00:00,medium,contextual_profitable,True,16,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16,policy_0200,policy_0500,0.75,1.6169452511250435,0.5394291650992362,1.2531058083087787,0.4827642424569367,1.2213762852420982,1.0,0.9834543017370865,0.9069454998306276,2.981355704024981,1.2109459528881121,0.2790113345673208,1.0644156432037915,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.1063770108605313,1.8768488050812433,0.7844138224735064,1.134968540723037,True,True
context_event_17,2021-08-16 16:00:00,2021-08-16 16:00:00,low,contextual_profitable,True,16,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16,policy_0500,policy_1000,0.5,2.6318766701771206,1.0030106120824551,2.6318766701771206,0.7834167372091154,2.095776037881948,1.0,0.9834543017370865,0.9069454998306276,2.981355704024981,1.2109459528881121,0.2790113345673208,1.0644156432037915,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,1.8768488050812433,1.852701329523673,1.134968540723037,1.9554219229397847,True,True
context_event_18,2021-08-30 16:00:00,2021-08-30 16:00:00,high,contextual_profitable,True,17,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17,policy_0050,policy_0050,0.975,1.6231267792328157,0.25965417612272645,1.1142139455968518,0.430362966706057,0.48288454523667523,1.0,0.8972500633871453,0.8533865799707693,0.5454345114685738,1.0944333155124881,0.25053654193165675,0.45655216889189504,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.8064339551763138,1.8064339551763138,0.2889934664779361,0.2889934664779361,True,True
context_event_18,2021-08-30 16:00:00,2021-08-30 16:00:00,medium,contextual_profitable,True,17,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17,policy_0050,policy_0500,0.75,1.6231267792328157,0.25965417612272645,1.4479926988424285,0.430362966706057,1.2358019433807241,1.0,0.8972500633871453,0.8533865799707693,0.5454345114685738,1.0944333155124881,0.25053654193165675,0.45655216889189504,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.8064339551763138,3.4943682458718937,0.2889934664779361,0.7663232824725357,True,True
