policy_id,policy_aggressiveness,risk_frontier_fraction,liquidity_quantile,liquidity_shape_fraction,alpha_confidence,factor_stress_fraction,training_event_count,mean_net_pnl_bps,net_pnl_standard_error_bps,pnl_vol_bps,loss_cvar_95_bps,mean_within_event_drawdown_bps,realized_risk_bps,probability_profitable,hard_pass_all,behavior_pass_rate,risk_aversion,profile_confidence,net_pnl_lower_bound_bps,monotonic_policy_eligible,operationally_eligible,profit_eligible,realized_risk_budget_bps,within_realized_risk_budget,selected,event_id,as_of,information_cutoff,training_event_ids
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,8,3.0844803060526336,0.2944029060560074,0.8326971650929157,0.0,0.8531796025938381,0.8531796025938381,1.0,True,1.0,medium,0.75,2.8859085634899166,True,True,True,1.18968377321433,True,True,policy_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,8,6.392561342950434,0.2001861173777872,0.566211844388958,0.0,0.4569086708235449,0.566211844388958,1.0,True,0.75,medium,0.75,6.2575378586475665,True,False,False,1.18968377321433,True,False,policy_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,8,4.18726853606845,0.477829128023653,1.3515048666959202,0.0,1.3625242867470302,1.3625242867470302,1.0,True,1.0,medium,0.75,3.8649776868713643,True,True,True,1.18968377321433,False,False,policy_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,8,3.6212506662935486,0.6779650694746745,1.9175747921326047,0.0,1.9648634789819814,1.9648634789819814,1.0,True,1.0,medium,0.75,3.1639701759419063,True,True,True,1.18968377321433,False,False,policy_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,8,1.3499600271137413,0.08711643899382769,0.24640249906143893,0.0,0.4145040674466783,0.4145040674466783,1.0,True,1.0,low,0.5,1.3499600271137413,False,False,False,1.9648634789819814,True,False,policy_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,8,1.9018364813452315,0.16549478363089865,0.46808993502563556,0.0,0.5602084423198961,0.5602084423198961,1.0,True,1.0,low,0.5,1.9018364813452315,False,False,False,1.9648634789819814,True,False,policy_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,8,6.930052028172703,0.11744197162107255,0.3321760581167139,0.0,0.35476557019082294,0.35476557019082294,1.0,False,1.0,low,0.5,6.930052028172703,False,False,False,1.9648634789819814,True,False,policy_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,8,3.0844803060526336,0.2944029060560074,0.8326971650929157,0.0,0.8531796025938381,0.8531796025938381,1.0,True,1.0,low,0.5,3.0844803060526336,True,True,True,1.9648634789819814,True,False,policy_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,8,6.392561342950434,0.2001861173777872,0.566211844388958,0.0,0.4569086708235449,0.566211844388958,1.0,True,0.75,low,0.5,6.392561342950434,True,False,False,1.9648634789819814,True,False,policy_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,8,4.18726853606845,0.477829128023653,1.3515048666959202,0.0,1.3625242867470302,1.3625242867470302,1.0,True,1.0,low,0.5,4.18726853606845,True,True,True,1.9648634789819814,True,True,policy_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,8,3.6212506662935486,0.6779650694746745,1.9175747921326047,0.0,1.9648634789819814,1.9648634789819814,1.0,True,1.0,low,0.5,3.6212506662935486,True,True,True,1.9648634789819814,True,False,policy_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,9,1.328431476660275,0.07978876554336332,0.23936629663008996,0.0,0.4180248228653716,0.4180248228653716,1.0,True,1.0,high,0.975,1.1720483698243724,True,True,True,0.49558783625338787,True,True,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,9,1.8748456527283208,0.14842738865561048,0.44528216596683146,0.0,0.5616543886590895,0.5616543886590895,1.0,True,1.0,high,0.975,1.5839333166439955,True,True,True,0.49558783625338787,False,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,9,6.918614012910425,0.10420373773738452,0.31261121321215357,0.0,0.3570564758759408,0.3570564758759408,1.0,False,1.0,high,0.975,6.7143784398906945,True,False,False,0.49558783625338787,True,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,9,3.039746921504586,0.26346435114064876,0.7903930534219463,0.0,0.8584583843243915,0.8584583843243915,1.0,True,1.0,high,0.975,2.5233662820587,True,True,True,0.49558783625338787,False,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,9,6.3574547161455355,0.18000421240321587,0.5400126372096477,0.0,0.4645712058421679,0.5400126372096477,1.0,True,0.6666666666666666,high,0.975,6.004652942769734,True,False,False,0.49558783625338787,False,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,9,4.092768590213477,0.431871494134572,1.295614482403716,0.0,1.3697748405165473,1.3697748405165473,1.0,True,1.0,high,0.975,3.2463160157602147,True,True,True,0.49558783625338787,False,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,9,3.487260642435396,0.6127385146877887,1.838215544063366,0.0,1.969285090625696,1.969285090625696,1.0,True,1.0,high,0.975,2.2863152217067637,True,True,True,0.49558783625338787,False,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,9,1.328431476660275,0.07978876554336332,0.23936629663008996,0.0,0.4180248228653716,0.4180248228653716,1.0,True,1.0,medium,0.75,1.2746147721204781,True,True,True,1.193654956745534,True,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,9,1.8748456527283208,0.14842738865561048,0.44528216596683146,0.0,0.5616543886590895,0.5616543886590895,1.0,True,1.0,medium,0.75,1.7747329004317414,True,True,True,1.193654956745534,True,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,9,6.918614012910425,0.10420373773738452,0.31261121321215357,0.0,0.3570564758759408,0.3570564758759408,1.0,False,1.0,medium,0.75,6.848329659874439,True,False,False,1.193654956745534,True,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,9,3.039746921504586,0.26346435114064876,0.7903930534219463,0.0,0.8584583843243915,0.8584583843243915,1.0,True,1.0,medium,0.75,2.862042917118157,True,True,True,1.193654956745534,True,True,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,9,6.3574547161455355,0.18000421240321587,0.5400126372096477,0.0,0.4645712058421679,0.5400126372096477,1.0,True,0.6666666666666666,medium,0.75,6.236043719887448,True,False,False,1.193654956745534,True,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,9,4.092768590213477,0.431871494134572,1.295614482403716,0.0,1.3697748405165473,1.3697748405165473,1.0,True,1.0,medium,0.75,3.8014756940178405,True,True,True,1.193654956745534,False,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,9,3.487260642435396,0.6127385146877887,1.838215544063366,0.0,1.969285090625696,1.969285090625696,1.0,True,1.0,medium,0.75,3.073974794728111,True,True,True,1.193654956745534,False,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,9,1.328431476660275,0.07978876554336332,0.23936629663008996,0.0,0.4180248228653716,0.4180248228653716,1.0,True,1.0,low,0.5,1.328431476660275,False,False,False,1.969285090625696,True,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,9,1.8748456527283208,0.14842738865561048,0.44528216596683146,0.0,0.5616543886590895,0.5616543886590895,1.0,True,1.0,low,0.5,1.8748456527283208,False,False,False,1.969285090625696,True,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,9,6.918614012910425,0.10420373773738452,0.31261121321215357,0.0,0.3570564758759408,0.3570564758759408,1.0,False,1.0,low,0.5,6.918614012910425,False,False,False,1.969285090625696,True,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,9,3.039746921504586,0.26346435114064876,0.7903930534219463,0.0,0.8584583843243915,0.8584583843243915,1.0,True,1.0,low,0.5,3.039746921504586,True,True,True,1.969285090625696,True,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,9,6.3574547161455355,0.18000421240321587,0.5400126372096477,0.0,0.4645712058421679,0.5400126372096477,1.0,True,0.6666666666666666,low,0.5,6.3574547161455355,True,False,False,1.969285090625696,True,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,9,4.092768590213477,0.431871494134572,1.295614482403716,0.0,1.3697748405165473,1.3697748405165473,1.0,True,1.0,low,0.5,4.092768590213477,True,True,True,1.969285090625696,True,True,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,9,3.487260642435396,0.6127385146877887,1.838215544063366,0.0,1.969285090625696,1.969285090625696,1.0,True,1.0,low,0.5,3.487260642435396,True,True,True,1.969285090625696,True,False,policy_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,10,1.3568224144845564,0.0768052279216022,0.2428794564406233,0.0,0.40848894979318046,0.40848894979318046,1.0,True,1.0,high,0.975,1.206286933933826,True,True,True,0.4860683781947489,True,True,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,10,1.9289557443582854,0.14336127014888667,0.4533481419251883,0.0,0.5529717352059512,0.5529717352059512,1.0,True,1.0,high,0.975,1.6479728180885505,True,True,True,0.4860683781947489,False,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,10,6.956395680642002,0.10056932724908009,0.318028136857929,0.0,0.3513641053823109,0.3513641053823109,1.0,False,1.0,high,0.975,6.759283421284382,True,False,False,0.4860683781947489,True,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,10,3.1186805577288834,0.2485181892440876,0.7858835179920759,0.0,0.8551441077681499,0.8551441077681499,1.0,True,1.0,high,0.975,2.6315938573073625,True,True,True,0.4860683781947489,False,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,10,6.403995182002428,0.16759244657352054,0.5299738498124067,0.0,0.4608364256023017,0.5299738498124067,1.0,True,0.7,high,0.975,6.075520022637375,True,False,False,0.4860683781947489,False,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,10,4.215408066681231,0.4052787079839096,1.2816038043994216,0.0,1.363207568119516,1.363207568119516,1.0,True,1.0,high,0.975,3.421076395331843,True,True,True,0.4860683781947489,False,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,10,3.671036884106286,0.5780419508202804,1.8279291477191217,0.0,1.96007751782455,1.96007751782455,1.0,True,1.0,high,0.975,2.538095478945263,True,True,True,0.4860683781947489,False,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,10,1.3568224144845564,0.0768052279216022,0.2428794564406233,0.0,0.40848894979318046,0.40848894979318046,1.0,True,1.0,medium,0.75,1.3050180754899618,True,True,True,1.1842832338088651,True,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,10,1.9289557443582854,0.14336127014888667,0.4533481419251883,0.0,0.5529717352059512,0.5529717352059512,1.0,True,1.0,medium,0.75,1.83226003706777,True,True,True,1.1842832338088651,True,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,10,6.956395680642002,0.10056932724908009,0.318028136857929,0.0,0.3513641053823109,0.3513641053823109,1.0,False,1.0,medium,0.75,6.888562700228382,True,False,False,1.1842832338088651,True,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,10,3.1186805577288834,0.2485181892440876,0.7858835179920759,0.0,0.8551441077681499,0.8551441077681499,1.0,True,1.0,medium,0.75,2.9510575863464563,True,True,True,1.1842832338088651,True,True,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,10,6.403995182002428,0.16759244657352054,0.5299738498124067,0.0,0.4608364256023017,0.5299738498124067,1.0,True,0.7,medium,0.75,6.290955794578304,True,False,False,1.1842832338088651,True,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,10,4.215408066681231,0.4052787079839096,1.2816038043994216,0.0,1.363207568119516,1.363207568119516,1.0,True,1.0,medium,0.75,3.9420517321733732,True,True,True,1.1842832338088651,False,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,10,3.671036884106286,0.5780419508202804,1.8279291477191217,0.0,1.96007751782455,1.96007751782455,1.0,True,1.0,medium,0.75,3.2811535130946594,True,True,True,1.1842832338088651,False,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,10,1.3568224144845564,0.0768052279216022,0.2428794564406233,0.0,0.40848894979318046,0.40848894979318046,1.0,True,1.0,low,0.5,1.3568224144845564,False,False,False,1.96007751782455,True,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,10,1.9289557443582854,0.14336127014888667,0.4533481419251883,0.0,0.5529717352059512,0.5529717352059512,1.0,True,1.0,low,0.5,1.9289557443582854,False,False,False,1.96007751782455,True,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,10,6.956395680642002,0.10056932724908009,0.318028136857929,0.0,0.3513641053823109,0.3513641053823109,1.0,False,1.0,low,0.5,6.956395680642002,False,False,False,1.96007751782455,True,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,10,3.1186805577288834,0.2485181892440876,0.7858835179920759,0.0,0.8551441077681499,0.8551441077681499,1.0,True,1.0,low,0.5,3.1186805577288834,True,True,True,1.96007751782455,True,False,policy_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,policy_event_01|policy_event_02|policy_event_03|policy_event_04|policy_event_05|policy_event_06|policy_event_07|policy_event_08|policy_event_09|policy_event_10
