date,factor,factor_dollars,normalized_abs_exposure_pct,event_id,strategy,policy_id,policy_aggressiveness
2026-01-13,industry_SW,3634.036100616593,53.66135928779651,event_02,forecast_liquidity,policy_0800,0.8
2026-01-14,country_HK,7400.000000000003,62.71186440677967,event_02,forecast_liquidity,policy_0800,0.8
2026-01-14,sector_IT,7400.000000000003,62.71186440677967,event_02,forecast_liquidity,policy_0800,0.8
2026-01-14,industry_SW,7400.000000000003,62.71186440677967,event_02,forecast_liquidity,policy_0800,0.8
2026-01-02,country_HK,1981.9928553185198,52.12058594962824,event_01,forecast_liquidity,policy_1000,1.0
2026-01-02,sector_IT,1981.9928553185198,52.12058594962824,event_01,forecast_liquidity,policy_1000,1.0
2026-01-02,industry_SW,1981.9928553185198,52.12058594962824,event_01,forecast_liquidity,policy_1000,1.0
2026-01-05,country_HK,4029.4447914239768,55.325505783668866,event_01,forecast_liquidity,policy_1000,1.0
2026-01-05,sector_IT,4029.4447914239768,55.325505783668866,event_01,forecast_liquidity,policy_1000,1.0
2026-01-05,industry_SW,4029.4447914239768,55.325505783668866,event_01,forecast_liquidity,policy_1000,1.0
2026-01-06,country_HK,7400.000000000001,62.71186440677967,event_01,forecast_liquidity,policy_1000,1.0
2026-01-06,sector_IT,7400.000000000001,62.71186440677967,event_01,forecast_liquidity,policy_1000,1.0
2026-01-06,industry_SW,7400.000000000001,62.71186440677967,event_01,forecast_liquidity,policy_1000,1.0
2026-01-12,country_HK,1981.9928553185198,52.12058594962824,event_02,forecast_liquidity,policy_1000,1.0
2026-01-12,sector_IT,1981.9928553185198,52.12058594962824,event_02,forecast_liquidity,policy_1000,1.0
2026-01-12,industry_SW,1981.9928553185198,52.12058594962824,event_02,forecast_liquidity,policy_1000,1.0
2026-01-13,country_HK,4029.4447914239768,55.325505783668866,event_02,forecast_liquidity,policy_1000,1.0
2026-01-13,sector_IT,4029.4447914239768,55.325505783668866,event_02,forecast_liquidity,policy_1000,1.0
2026-01-13,industry_SW,4029.4447914239768,55.325505783668866,event_02,forecast_liquidity,policy_1000,1.0
2026-01-14,country_HK,7400.000000000001,62.71186440677967,event_02,forecast_liquidity,policy_1000,1.0
2026-01-14,sector_IT,7400.000000000001,62.71186440677967,event_02,forecast_liquidity,policy_1000,1.0
2026-01-14,industry_SW,7400.000000000001,62.71186440677967,event_02,forecast_liquidity,policy_1000,1.0
