event_id,as_of,information_cutoff,risk_aversion,status,economically_viable,training_event_count,training_event_ids,selected_policy_id,fallback_policy_id,profile_confidence,net_pnl_lower_bound_bps,realized_risk_bps,realized_risk_budget_bps,policy_aggressiveness,risk_frontier_fraction,liquidity_quantile,liquidity_shape_fraction,alpha_confidence,factor_stress_fraction,selected_net_pnl_bps,fallback_net_pnl_bps,selected_within_event_drawdown_bps,fallback_within_event_drawdown_bps,selected_hard_pass,selected_behavior_pass
context_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,medium,fallback_warmup,False,8,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08,policy_0500,policy_0500,0.75,,,,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,1.9322097076254336,1.9322097076254336,0.8998282332950192,0.8998282332950192,True,True
context_event_09,2021-04-26 16:00:00,2021-04-26 16:00:00,low,fallback_warmup,False,8,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08,policy_1000,policy_1000,0.5,,,,1.0,1.0,0.5,0.0,0.5,0.0,-0.10465652953070995,-0.10465652953070995,1.8051206941038103,1.8051206941038103,True,True
context_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,high,fallback_warmup,False,9,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09,policy_0050,policy_0050,0.975,,,,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.9001971233014867,1.9001971233014867,0.2635547895246129,0.2635547895246129,True,True
context_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,medium,fallback_warmup,False,9,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09,policy_0500,policy_0500,0.75,,,,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,2.9511400659876337,2.9511400659876337,0.7837541583492997,0.7837541583492997,True,True
context_event_10,2021-05-10 16:00:00,2021-05-10 16:00:00,low,fallback_warmup,False,9,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09,policy_1000,policy_1000,0.5,,,,1.0,1.0,0.5,0.0,0.5,0.0,2.086957394950947,2.086957394950947,1.6196124834856471,1.6196124834856471,True,True
context_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,high,fallback_warmup,False,10,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10,policy_0050,policy_0050,0.975,,,,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,2.005864031594588,2.005864031594588,0.26643713883694187,0.26643713883694187,True,True
context_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,medium,fallback_warmup,False,10,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10,policy_0500,policy_0500,0.75,,,,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,3.1823109776962752,3.1823109776962752,0.7862978712580079,0.7862978712580079,True,True
context_event_11,2021-05-24 16:00:00,2021-05-24 16:00:00,low,fallback_warmup,False,10,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10,policy_1000,policy_1000,0.5,,,,1.0,1.0,0.5,0.0,0.5,0.0,2.8284670710045248,2.8284670710045248,1.6116936207870645,1.6116936207870645,True,True
context_event_12,2021-06-07 16:00:00,2021-06-07 16:00:00,high,fallback_warmup,False,11,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11,policy_0050,policy_0050,0.975,,,,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.868836576982279,1.868836576982279,0.3472341390789906,0.3472341390789906,True,True
context_event_12,2021-06-07 16:00:00,2021-06-07 16:00:00,medium,fallback_warmup,False,11,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11,policy_0500,policy_0500,0.75,,,,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,2.3256630340166433,2.3256630340166433,0.802526599887782,0.802526599887782,True,True
context_event_12,2021-06-07 16:00:00,2021-06-07 16:00:00,low,fallback_warmup,False,11,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11,policy_1000,policy_1000,0.5,,,,1.0,1.0,0.5,0.0,0.5,0.0,0.8926263540123505,0.8926263540123505,1.6860505776374046,1.6860505776374046,True,True
context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,high,calibrated_profitable,True,12,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,policy_0050,policy_0050,0.975,1.7035993125523743,0.32743007705044685,0.4084478423748115,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.9874730560682072,1.9874730560682072,0.33375415834929967,0.33375415834929967,True,True
context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,medium,calibrated_profitable,True,12,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,policy_0200,policy_0500,0.75,2.2510671336558477,0.47690959024622187,1.1376077302940935,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.2980054763863795,2.923776256859447,0.48629787125800783,0.7196124834856471,True,True
context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,low,calibrated_profitable,True,12,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12,policy_0200,policy_1000,0.5,2.3129955110711005,0.47690959024622187,1.9477853835377401,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.2980054763863795,2.4157122411092535,0.48629787125800783,1.676412668329763,True,True
context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,high,calibrated_profitable,True,13,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13,policy_0050,policy_0050,0.975,1.7253761366867084,0.3279165448426663,0.4049918325038269,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.8864917383408457,1.8864917383408457,0.3362978712580078,0.3362978712580078,True,True
context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,medium,calibrated_profitable,True,13,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13,policy_0200,policy_0500,0.75,2.2548713006914896,0.4776317657086669,1.0986694214542725,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.5129381508512254,4.004127267164656,0.45546948872831333,0.7116936207870647,True,True
context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,low,calibrated_profitable,True,13,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13,policy_0200,policy_1000,0.5,2.311842431479968,0.4776317657086669,1.8694222980658783,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.5129381508512254,5.798609405801116,0.45546948872831333,1.6895481847274667,True,True
context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,high,calibrated_profitable,True,14,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14,policy_0050,policy_0050,0.975,1.7373484109236275,0.3285152110151907,0.41015743434046337,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.0977457437966154,1.0977457437966154,0.5337088208256051,0.5337088208256051,True,True
context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,medium,calibrated_profitable,True,14,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14,policy_0200,policy_0500,0.75,2.2725789819881688,0.476048745924356,1.144937444267917,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.4236747613413456,2.2495321139860294,0.6478518155829389,0.9672327985752278,True,True
context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,low,calibrated_profitable,True,14,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14,policy_0200,policy_1000,0.5,2.326206411435058,0.476048745924356,1.9613596775206434,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.4236747613413456,2.4313457097356395,0.6478518155829389,1.8945626145698273,True,True
context_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,high,calibrated_profitable,True,15,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15,policy_0050,policy_0050,0.975,1.6619136839119264,0.35635011829739294,0.43338183695050103,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,2.0153611451458198,2.0153611451458198,0.26961248348564715,0.26961248348564715,True,True
context_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,medium,calibrated_profitable,True,15,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15,policy_0200,policy_0500,0.75,2.2016991105463903,0.48750228390159484,1.1266673048284737,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.062435461179314,2.081586359130618,0.4116936207870646,0.7764126683297632,True,True
context_event_16,2021-08-02 16:00:00,2021-08-02 16:00:00,low,calibrated_profitable,True,15,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15,policy_0200,policy_1000,0.5,2.2660376347621436,0.48750228390159484,1.8969844913595544,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.062435461179314,-1.0480346198406798,0.4116936207870646,1.6280908295910292,True,True
context_event_17,2021-08-16 16:00:00,2021-08-16 16:00:00,high,calibrated_profitable,True,16,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16,policy_0050,policy_0050,0.975,1.6830525807637202,0.3469765326022483,0.4344165078662333,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,0.7440819654910183,0.7440819654910183,0.6071139767826349,0.6071139767826349,True,True
context_event_17,2021-08-16 16:00:00,2021-08-16 16:00:00,medium,calibrated_profitable,True,16,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16,policy_0200,policy_0500,0.75,2.192520374229896,0.4827642424569367,1.2213762852420982,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.1063770108605313,1.8768488050812433,0.7844138224735064,1.134968540723037,True,True
context_event_17,2021-08-16 16:00:00,2021-08-16 16:00:00,low,calibrated_profitable,True,16,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16,policy_0200,policy_1000,0.5,2.2533124989132176,0.4827642424569367,2.095776037881948,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,1.1063770108605313,1.852701329523673,0.7844138224735064,1.9554219229397847,True,True
context_event_18,2021-08-30 16:00:00,2021-08-30 16:00:00,high,calibrated_profitable,True,17,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17,policy_0050,policy_0050,0.975,1.5832556785185212,0.430362966706057,0.5109068643735237,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.8064339551763138,1.8064339551763138,0.2889934664779361,0.2889934664779361,True,True
context_event_18,2021-08-30 16:00:00,2021-08-30 16:00:00,medium,calibrated_profitable,True,17,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17,policy_0200,policy_0500,0.75,2.112827478965226,0.5005083353990879,1.2358019433807241,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.380917014593978,3.4943682458718937,0.4764126683297632,0.7663232824725357,True,True
context_event_18,2021-08-30 16:00:00,2021-08-30 16:00:00,low,calibrated_profitable,True,17,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17,policy_0200,policy_1000,0.5,2.185845705498354,0.5005083353990879,2.041240920055391,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.380917014593978,3.770267867248021,0.4764126683297632,1.628686679186664,True,True
context_event_19,2021-09-13 16:00:00,2021-09-13 16:00:00,high,calibrated_profitable,True,18,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18,policy_0050,policy_0050,0.975,1.5959784053388253,0.41753642223829185,0.49645837890305644,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,2.3420590166557993,2.3420590166557993,0.3264126683297632,0.3264126683297632,True,True
context_event_19,2021-09-13 16:00:00,2021-09-13 16:00:00,medium,calibrated_profitable,True,18,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18,policy_0200,policy_0500,0.75,2.1274537762442396,0.49916968722856986,1.2067559888859378,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.8292173572502968,3.643433485985741,0.48954818472746675,0.7280908295910292,True,True
context_event_19,2021-09-13 16:00:00,2021-09-13 16:00:00,low,calibrated_profitable,True,18,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18,policy_0200,policy_1000,0.5,2.1966830004481106,0.49916968722856986,1.9959755555335839,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.8292173572502968,2.9583546445181015,0.48954818472746675,1.6669671602934797,True,True
context_event_20,2021-09-27 16:00:00,2021-09-27 16:00:00,high,calibrated_profitable,True,19,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19,policy_0050,policy_0050,0.975,1.62681224852671,0.42515608011353573,0.5009093886388722,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.8045298895922754,1.8045298895922754,0.33954818472746673,0.33954818472746673,True,True
context_event_20,2021-09-27 16:00:00,2021-09-27 16:00:00,medium,calibrated_profitable,True,19,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19,policy_0200,policy_0500,0.75,2.1607471012110406,0.4986632923600907,1.1826891653669012,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.5140734652208088,3.93950890057612,0.4663232824725357,0.7100015669442146,True,True
context_event_20,2021-09-27 16:00:00,2021-09-27 16:00:00,low,calibrated_profitable,True,19,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19,policy_0200,policy_1000,0.5,2.2299742823850677,0.4986632923600907,1.9402222506202664,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.5140734652208088,5.753561562512334,0.4663232824725357,1.6896481124745388,True,True
context_event_21,2021-10-11 16:00:00,2021-10-11 16:00:00,high,calibrated_profitable,True,20,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20,policy_0050,policy_0050,0.975,1.635945053143324,0.41382747366729267,0.49324279880537336,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,2.117981804146514,2.117981804146514,0.31632328247253566,0.31632328247253566,True,True
context_event_21,2021-10-11 16:00:00,2021-10-11 16:00:00,medium,calibrated_profitable,True,20,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20,policy_0200,policy_0500,0.75,2.1778093702252352,0.4970462918657129,1.2079807250480998,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.414259332876848,2.8998169370092315,0.4280908295910293,0.7286866791866641,True,True
context_event_21,2021-10-11 16:00:00,2021-10-11 16:00:00,low,calibrated_profitable,True,20,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20,policy_0200,policy_1000,0.5,2.244179241526855,0.4970462918657129,2.002133976428907,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.414259332876848,1.93576586538168,0.4280908295910293,1.6758767728931456,True,True
context_event_22,2021-10-25 16:00:00,2021-10-25 16:00:00,high,calibrated_profitable,True,21,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21,policy_0050,policy_0050,0.975,1.6568477168364344,0.4086507806017928,0.48638937223715994,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,1.8024753137773815,1.8024753137773815,0.3242388177206694,0.3242388177206694,True,True
context_event_22,2021-10-25 16:00:00,2021-10-25 16:00:00,medium,calibrated_profitable,True,21,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14|context_event_15|context_event_16|context_event_17|context_event_18|context_event_19|context_event_20|context_event_21,policy_0200,policy_0500,0.75,2.188912046753406,0.49376269842406134,1.1860366969554648,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,2.02983017013218,2.4805745952029365,0.4561495550738547,0.81311514842312,True,True
