policy_id,policy_aggressiveness,risk_frontier_fraction,liquidity_quantile,liquidity_shape_fraction,alpha_confidence,factor_stress_fraction,training_event_count,mean_net_pnl_bps,net_pnl_standard_error_bps,pnl_vol_bps,loss_cvar_95_bps,mean_within_event_drawdown_bps,realized_risk_bps,probability_profitable,hard_pass_all,behavior_pass_rate,risk_aversion,profile_confidence,net_pnl_lower_bound_bps,monotonic_policy_eligible,operationally_eligible,profit_eligible,realized_risk_budget_bps,within_realized_risk_budget,selected,event_id,as_of,information_cutoff,training_event_ids
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,12,3.135489376672298,0.1923114711213315,0.6661864777209221,0.0,0.779976352014012,0.779976352014012,1.0,True,1.0,medium,0.75,3.00577726055583,True,True,True,1.1376077302940935,True,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,12,5.500735563776181,0.31109313561398344,1.0776582335386684,0.0,0.4307440339598174,1.0776582335386684,1.0,True,0.75,medium,0.75,5.29090643244819,True,False,False,1.1376077302940935,True,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,12,3.13318205115524,0.4119864214572579,1.4271628279849107,0.0,1.2297306477616181,1.4271628279849107,1.0,True,1.0,medium,0.75,2.8553014326623565,True,True,True,1.1376077302940935,False,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,12,2.886198505582474,0.5622772077545664,1.9477853835377401,0.10465652953070995,1.6778678960165687,1.9477853835377401,0.9166666666666666,True,1.0,medium,0.75,2.506948292183146,True,True,True,1.1376077302940935,False,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,12,1.8885013031993345,0.09433948384023562,0.3268015583422223,0.0,0.32743007705044685,0.32743007705044685,1.0,True,1.0,low,0.5,1.8885013031993345,False,False,False,1.9477853835377401,True,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,12,2.3129955110711005,0.0918151497443062,0.3180570085233659,0.0,0.47690959024622187,0.47690959024622187,1.0,True,1.0,low,0.5,2.3129955110711005,True,True,True,1.9477853835377401,True,True,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,12,5.822007993677588,0.17475183136011643,0.6053581012628598,0.0,0.3281334051648287,0.6053581012628598,1.0,False,1.0,low,0.5,5.822007993677588,True,False,False,1.9477853835377401,True,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,12,3.135489376672298,0.1923114711213315,0.6661864777209221,0.0,0.779976352014012,0.779976352014012,1.0,True,1.0,low,0.5,3.135489376672298,True,True,True,1.9477853835377401,True,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,12,5.500735563776181,0.31109313561398344,1.0776582335386684,0.0,0.4307440339598174,1.0776582335386684,1.0,True,0.75,low,0.5,5.500735563776181,True,False,False,1.9477853835377401,True,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,12,3.13318205115524,0.4119864214572579,1.4271628279849107,0.0,1.2297306477616181,1.4271628279849107,1.0,True,1.0,low,0.5,3.13318205115524,True,True,True,1.9477853835377401,True,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,12,2.886198505582474,0.5622772077545664,1.9477853835377401,0.10465652953070995,1.6778678960165687,1.9477853835377401,0.9166666666666666,True,1.0,low,0.5,2.886198505582474,True,True,True,1.9477853835377401,True,False,context_event_13,2021-06-21 16:00:00,2021-06-21 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,13,1.8961145149584786,0.08711301820774918,0.31409045390846774,0.0,0.3279165448426663,0.3279165448426663,1.0,True,1.0,high,0.975,1.7253761366867084,True,True,True,0.4049918325038269,True,True,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,13,2.311842431479968,0.08446552489777134,0.3045447810278948,0.0,0.4776317657086669,0.4776317657086669,1.0,True,1.0,high,0.975,2.146293044745065,True,True,True,0.4049918325038269,False,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,13,5.802553450134857,0.1619212673442509,0.5838154319978095,0.0,0.3263900269774044,0.5838154319978095,1.0,False,1.0,high,0.975,5.485193597809044,True,False,False,0.4049918325038269,False,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,13,3.1192037520713094,0.17764887615001726,0.640522131987439,0.0,0.7753329775118302,0.7753329775118302,1.0,True,1.0,high,0.975,2.7710183529232593,True,True,True,0.4049918325038269,False,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,13,5.473070827978797,0.2874981897167287,1.036589464626739,0.0,0.4254324637157595,1.036589464626739,1.0,True,0.6923076923076923,high,0.975,4.909584730513545,True,False,False,0.4049918325038269,False,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,13,3.105331459495621,0.3799943771893728,1.3700892113442873,0.0,1.226597018432104,1.3700892113442873,1.0,True,1.0,high,0.975,2.360556165876722,True,True,True,0.4049918325038269,False,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,13,2.8500072544691495,0.5184844577824808,1.8694222980658783,0.10465652953070995,1.6777559554252761,1.8694222980658783,0.9230769230769231,True,1.0,high,0.975,1.8337963906717094,True,True,True,0.4049918325038269,False,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,13,1.8961145149584786,0.08711301820774918,0.31409045390846774,0.0,0.3279165448426663,0.3279165448426663,1.0,True,1.0,medium,0.75,1.8373576770687072,True,True,True,1.0986694214542725,True,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,13,2.311842431479968,0.08446552489777134,0.3045447810278948,0.0,0.4776317657086669,0.4776317657086669,1.0,True,1.0,medium,0.75,2.2548713006914896,True,True,True,1.0986694214542725,True,True,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,13,5.802553450134857,0.1619212673442509,0.5838154319978095,0.0,0.3263900269774044,0.5838154319978095,1.0,False,1.0,medium,0.75,5.693339214972401,True,False,False,1.0986694214542725,True,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,13,3.1192037520713094,0.17764887615001726,0.640522131987439,0.0,0.7753329775118302,0.7753329775118302,1.0,True,1.0,medium,0.75,2.9993814059742694,True,True,True,1.0986694214542725,True,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,13,5.473070827978797,0.2874981897167287,1.036589464626739,0.0,0.4254324637157595,1.036589464626739,1.0,True,0.6923076923076923,medium,0.75,5.279156245814935,True,False,False,1.0986694214542725,True,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,13,3.105331459495621,0.3799943771893728,1.3700892113442873,0.0,1.226597018432104,1.3700892113442873,1.0,True,1.0,medium,0.75,2.8490291469492455,True,True,True,1.0986694214542725,False,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,13,2.8500072544691495,0.5184844577824808,1.8694222980658783,0.10465652953070995,1.6777559554252761,1.8694222980658783,0.9230769230769231,True,1.0,medium,0.75,2.5002948020588933,True,True,True,1.0986694214542725,False,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,13,1.8961145149584786,0.08711301820774918,0.31409045390846774,0.0,0.3279165448426663,0.3279165448426663,1.0,True,1.0,low,0.5,1.8961145149584786,False,False,False,1.8694222980658783,True,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,13,2.311842431479968,0.08446552489777134,0.3045447810278948,0.0,0.4776317657086669,0.4776317657086669,1.0,True,1.0,low,0.5,2.311842431479968,True,True,True,1.8694222980658783,True,True,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,13,5.802553450134857,0.1619212673442509,0.5838154319978095,0.0,0.3263900269774044,0.5838154319978095,1.0,False,1.0,low,0.5,5.802553450134857,True,False,False,1.8694222980658783,True,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,13,3.1192037520713094,0.17764887615001726,0.640522131987439,0.0,0.7753329775118302,0.7753329775118302,1.0,True,1.0,low,0.5,3.1192037520713094,True,True,True,1.8694222980658783,True,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,13,5.473070827978797,0.2874981897167287,1.036589464626739,0.0,0.4254324637157595,1.036589464626739,1.0,True,0.6923076923076923,low,0.5,5.473070827978797,True,False,False,1.8694222980658783,True,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,13,3.105331459495621,0.3799943771893728,1.3700892113442873,0.0,1.226597018432104,1.3700892113442873,1.0,True,1.0,low,0.5,3.105331459495621,True,True,True,1.8694222980658783,True,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,13,2.8500072544691495,0.5184844577824808,1.8694222980658783,0.10465652953070995,1.6777559554252761,1.8694222980658783,0.9230769230769231,True,1.0,low,0.5,2.8500072544691495,True,True,True,1.8694222980658783,True,False,context_event_14,2021-07-05 16:00:00,2021-07-05 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,14,1.895427173771505,0.08065391205898817,0.30177930582772894,0.0,0.3285152110151907,0.3285152110151907,1.0,True,1.0,high,0.975,1.7373484109236275,True,True,True,0.41015743434046337,True,True,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,14,2.326206411435058,0.07950814587071094,0.2974922413058456,0.0,0.476048745924356,0.476048745924356,1.0,True,1.0,high,0.975,2.1703733090509076,True,True,True,0.41015743434046337,False,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,14,5.856267295579977,0.15924250206960913,0.5958308841571176,0.0,0.3223344881565646,0.5958308841571176,1.0,False,1.0,high,0.975,5.544157726715499,True,False,False,0.41015743434046337,False,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,14,3.182412574577977,0.17619884298425897,0.6592757023930744,0.0,0.7707873091743469,0.7707873091743469,1.0,True,1.0,high,0.975,2.8370691882112014,True,True,True,0.41015743434046337,False,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,14,5.576224863090339,0.28546116555019446,1.068097878717984,0.0,0.4228296781987721,1.068097878717984,1.0,True,0.7142857142857143,high,0.975,5.016731259627131,True,False,False,0.41015743434046337,False,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,14,3.2584149161370104,0.3836695328486611,1.4355599416633003,0.0,1.2265838505676512,1.4355599416633003,1.0,True,1.0,high,0.975,2.506436449788328,True,True,True,0.41015743434046337,False,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,14,3.060621693850004,0.5241954232511193,1.9613596775206432,0.10465652953070995,1.6785982575182898,1.9613596775206432,0.9285714285714286,True,1.0,high,0.975,2.0332175434170803,True,True,True,0.41015743434046337,False,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_0050,0.05,0.05,0.12000000000000001,0.95,0.975,0.95,14,1.895427173771505,0.08065391205898817,0.30177930582772894,0.0,0.3285152110151907,0.3285152110151907,1.0,True,1.0,medium,0.75,1.8410269367745014,True,True,True,1.144937444267917,True,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_0200,0.2,0.2,0.18000000000000002,0.8,0.9,0.8,14,2.326206411435058,0.07950814587071094,0.2974922413058456,0.0,0.476048745924356,0.476048745924356,1.0,True,1.0,medium,0.75,2.2725789819881688,True,True,True,1.144937444267917,True,True,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_0350,0.35,0.35,0.24,0.65,0.825,0.65,14,5.856267295579977,0.15924250206960913,0.5958308841571176,0.0,0.3223344881565646,0.5958308841571176,1.0,False,1.0,medium,0.75,5.748859860138448,True,False,False,1.144937444267917,True,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_0500,0.5,0.5,0.30000000000000004,0.5,0.75,0.5,14,3.182412574577977,0.17619884298425897,0.6592757023930744,0.0,0.7707873091743469,0.7707873091743469,1.0,True,1.0,medium,0.75,3.0635682609886854,True,True,True,1.144937444267917,True,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_0650,0.65,0.65,0.36,0.35,0.675,0.35,14,5.576224863090339,0.28546116555019446,1.068097878717984,0.0,0.4228296781987721,1.068097878717984,1.0,True,0.7142857142857143,medium,0.75,5.383684232847705,True,False,False,1.144937444267917,True,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_0800,0.8,0.8,0.42000000000000004,0.19999999999999996,0.6,0.19999999999999996,14,3.2584149161370104,0.3836695328486611,1.4355599416633003,0.0,1.2265838505676512,1.4355599416633003,1.0,True,1.0,medium,0.75,2.9996337487680695,True,True,True,1.144937444267917,False,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
policy_1000,1.0,1.0,0.5,0.0,0.5,0.0,14,3.060621693850004,0.5241954232511193,1.9613596775206432,0.10465652953070995,1.6785982575182898,1.9613596775206432,0.9285714285714286,True,1.0,medium,0.75,2.7070572537674273,True,True,True,1.144937444267917,False,False,context_event_15,2021-07-19 16:00:00,2021-07-19 16:00:00,context_event_01|context_event_02|context_event_03|context_event_04|context_event_05|context_event_06|context_event_07|context_event_08|context_event_09|context_event_10|context_event_11|context_event_12|context_event_13|context_event_14
